#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#St, _2MASS, Rmag, Kmag, pmRA, pmDE, SpT1, mbol, DMph, DMkin, RV, vsini, SpT, EWHa, EWLi, Mm, u_Mm, n_Mm, f_Mm, Opt, Denis, _RA, _DE, RA, DEC, MatchID, MatchRA, MatchDEC, pmRA_, pmDEC, TESS Mag., Object Type, Source of Type, dstArcSec, Version, HIP, TYC ID, UCAC ID, 2MASS ID, SDSS ID, ALLWISE ID, GAIA ID, APASS ID, KIC ID, Source of Position, pmRA Err., pmDec Err., PM Flag, Parallax, Parallax Err., Source of Parallax, Gal. Long., Gal. Lat., Ecl. Long., Ecl. Lat., B Mag., B Mag. Err., V Mag., V Mag. Err., u Mag., u Mag. Err., g Mag., g Mag. Err., r Mag., r Mag. Err., i Mag., i Mag. Err., z Mag., z Mag. Err., J Mag., J Mag. Err., H Mag., H Mag. Err., K Mag., K Mag. Err., TWOMflag, prox, W1 Mag., W1 Mag. Err., W2 Mag., W2 Mag. Err., W3 Mag., W3 Mag. Err., W4 Mag., W4 Mag. Err., GAIA G Mag., GAIA G Mag. Err., TESS Mag. Err., TESS Flag, Stellar Properties Flag, T_eff, T_eff Err., log(g), log(g) Err., Metallicity, Metallicity Err., Stellar Radius, Stellar Radius Err., Stellar Mass, Stellar Mass Err., Stellar Density, Stellar Density Err., Luminosity Class from RPM, Stellar Luminosity, Stellar Luminosity Err., Distance, Distance Err., E(B-V), E(B-V) Err., Num. Sources in Aper., Contam. Ratio, Disposition, duplicate_id, priority
#@string, string, float, float, float, float, string, float, float, float, float, float, string, float, float, string, string, string, string, float, float, ra, dec, ra, dec, string, float, float, float, float, float, string, string, float, string, string, string, string, string, string, string, string, string, string, string, float, float, string, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, float, float, float, float, float, float, string, string, float, float, float, float, float, float, float, float, float, float, float, float, string, float, float, float, float, float, float, int, float, string, string, float
St,_2MASS,Rmag,Kmag,pmRA,pmDE,SpT1,mbol,DMph,DMkin,RV,vsini,SpT,EWHa,EWLi,Mm,u_Mm,n_Mm,f_Mm,Opt,Denis,_RA,_DE,RA,DEC,MatchID,MatchRA,MatchDEC,pmRA_,pmDEC,Tmag,objType,typeSrc,dstArcSec,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,POSflag,e_pmRA,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag_,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag_,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority
b'C',b'23452225-7126505',13.8999996185303,9.31999969482422,76.5,-64,b'M3.8',12.0100002288818,2.25999999046326,3.29999995231628,8,8,b'M3.4',-5.98000001907349,10.1000003814697,b'Y',b'',b'RV',b'',3,1,356.34271,-71.44736,356.34271,-71.44736,325220989,356.342716,-71.44738,NaN,NaN,11.814,STAR,2mass,0.0723272599799235,20180610,,,093-080629,23452225-7126505,,J234522.43-712651.1,6386388740180353920,34540526,,tmgaia,NaN,NaN,,NaN,NaN,,310.247071,-44.730651,308.743251,-59.51127,16.051,0.024,14.941,0.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.194,0.024,9.574,0.023,9.325,0.021,AAA-222-111-000-0-0,30.4,9.174,0.022,8.982,0.019,8.835,0.024,9.004,0.448,12.9374,0.000538457,0.017,gaiaj,,3154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0514669,NaN,22,0.02002539,,,NaN
b'C',b'02474639-5804272',11.8000001907349,8.44999980926514,94.9000015258789,-4,b'M1.6',11,2.75,3.20000004768372,13.1000003814697,4.80000019073486,b'M1.8',-2.6800000667572,-8.60000038146973,b'Y',b'',b'RV',b'',2,1,41.94329,-58.07422,41.94329,-58.07422,201938513,41.943328,-58.074223,89.3884,-8.25656,10.769,STAR,2mass,0.0731443316903381,20180610,,,160-002542,02474639-5804272,,J024746.52-580427.4,4727935836644070656,27181439,,tmgaia,1.31612,1.31611,hsoy,NaN,NaN,,277.665785,-52.968904,358.061519,-66.82349,14.43,0.032,13.113,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.356,0.024,8.672,0.021,8.449,0.021,AAA-212-111-000-0-0,38.6,8.342,0.023,8.236,0.02,8.122,0.02,8.094,0.19,11.7697,0.000345996,0.018,gaiaj,,3450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0239338,NaN,25,0.01111714,,,NaN
b'C',b'21275054-6841033',14.1000003814697,9.57999992370605,29.5,-85.5,b'M4.1',12.2700004577637,2.24000000953674,3.59999990463257,7,31.5,b'M4.2',-8.09000015258789,38.7000007629395,b'Y',b'',b'RV',b'',2,1,321.96058,-68.68425,321.96058,-68.68425,344552743,321.960618,-68.684235,29.9464,-84.6598,12.195,STAR,2mass,0.0734088278984434,20180610,,,107-117229,21275054-6841033,,J212750.60-684104.1,6399670767630100480,32254410,,tmgaia,5.20146,5.20146,hsoy,NaN,NaN,,324.204306,-38.963861,296.426093,-49.962038,16.895,0.025,15.298,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.424,0.022,9.826,0.024,9.581,0.023,AAA-222-111-000-0-0,82.9,9.418,0.023,9.214,0.02,9.033,0.031,8.353,NaN,13.4039,0.000674145,0.017,gaiaj,,3108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0275707,NaN,34,1.695033E-05,,,NaN
b'C',b'21100614-5811483',14.3999996185303,10.0699996948242,24.5,-89.5,b'M3.8',12.75,2.99000000953674,3.59999990463257,0.800000011920929,15.1000003814697,b'M4.0',-7.23999977111816,19.2999992370605,b'Y',b'',b'RV',b'',2,1,317.52558,-58.19675,317.52558,-58.19675,231632372,317.525616,-58.196758,25.0602,-87.8933,12.632,STAR,2mass,0.074123481778085,20180610,,,160-218505,21100614-5811483,,J211006.17-581149.3,6456528231889440256,29652913,,tmgaia,3.19391,3.19389,hsoy,NaN,NaN,,337.903563,-40.866843,300.323913,-39.656166,17.031,NaN,15.781,0.137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.894,0.023,10.33,0.024,10.071,0.021,AAA-222-111-000-0-0,6.5,9.904,0.023,9.709,0.02,9.549,0.038,8.679,NaN,13.8217,0.000827975,0.017,gaiaj,,3090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0418213,NaN,36,0.009558951,,,NaN
b'C',b'20291446-5456116',15.1999998092651,10.3599996566772,14.3000001907349,-111.099998474121,b'M4.6',13.1300001144409,2.55999994277954,3.20000004768372,-1.39999997615814,10.8000001907349,b'M4.3',-7.69000005722046,-33.7000007629395,b'Y',b'',b'RV',b'',2,0,307.31025,-54.93656,307.31025,-54.93656,360912453,307.310286,-54.936559,16.0893,-104.521,13.009,STAR,2mass,0.0745399921178542,20180610,,,176-218738,20291446-5456116,,J202914.47-545612.7,6469390696867761536,,,tmgaia,3.25239,3.25239,hsoy,NaN,NaN,,343.077117,-35.792841,295.057047,-34.69588,18.352,0.166,16.39,0.275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.225,0.024,10.639,0.023,10.365,0.024,AAA-222-111-000-0-0,12.9,10.184,0.023,9.958,0.021,9.768,0.047,8.499,0.29,14.2253,0.00101518,0.017,gaiaj,,3042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0489255,NaN,38,0.04855116,,,NaN
b'C',b'03050976-3725058',12.5,8.64999961853027,51.5999984741211,-11.5,b'M2.5',11.2700004577637,2.5,4.40000009536743,14.1999998092651,8.89999961853027,b'M1.4',-3.32999992370605,11.3000001907349,b'Y',b'',b'RV',b'',2,1,46.29067,-37.41828,46.29067,-37.41828,165124012,46.290696,-37.418278,NaN,NaN,10.483,STAR,2mass,0.0746869265728444,20180610,,,263-003088,03050976-3725058,,J030509.81-372505.9,5045153363688185856,17507519,,tmmgaia,NaN,NaN,,NaN,NaN,,241.530093,-60.108048,27.445825,-51.799857,NaN,NaN,11.808,0.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.544,0.022,8.884,0.042,8.65,0.019,AAA-212-111-000-0-0,42.7,8.559,0.022,8.463,0.019,8.332,0.02,8.303,0.183,11.1738,0.0003,0.018,gaiaj,,4170,172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0193054,NaN,0,NaN,,,NaN
b'C',b'01134031-5939346',13.5,9.0600004196167,96,-35.4000015258789,b'M4.0',11.7700004577637,1.85000002384186,3.20000004768372,11.8999996185303,46.7999992370605,b'M3.7',-16.5100002288818,-14.3000001907349,b'Y',b'',b'RV',b'',2,0,18.41796,-59.65961,18.41796,-59.65961,206544316,18.417991,-59.659624,93.0168,-43.1071,11.6,STAR,2mass,0.0756180902794923,20180610,,,152-001175,01134031-5939346,,J011340.45-593934.9,4909009390100867712,27151708,,tmgaia,4.11926,4.11926,hsoy,NaN,NaN,,297.743531,-57.244085,337.668126,-58.793694,15.967,0.098,14.744,0.149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.953,0.024,9.343,0.026,9.06,0.025,AAA-222-111-000-0-0,44.3,8.899,0.022,8.705,0.02,8.582,0.024,8.464,0.295,12.7395,0.000490021,0.017,gaiaj,,3112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.020602,NaN,15,0.0419988,,,NaN
b'C',b'05111098-4903597',14.1999998092651,9.77000045776367,33,20.3999996185303,b'M3.7',12.4399995803833,2.76999998092651,4.30000019073486,21.5,8.19999980926514,b'M3.2',-7.71999979019165,-15,b'Y',b'',b'RV',b'',2,2,77.79575,-49.06658,77.79575,-49.06658,219396049,77.795753,-49.066601,NaN,NaN,12.355,STAR,2mass,0.0759304234711622,20180610,,,205-005716,05111098-4903597,,J051111.01-490359.5,,22236370,,2mass,NaN,NaN,,NaN,NaN,,255.535155,-36.263573,64.240244,-71.416101,16.279,0.037,15.155,0.195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.641,0.026,10.009,0.024,9.774,0.025,AAA-222-111-000-0-0,49.7,9.629,0.022,9.459,0.02,9.28,0.027,9.031,0.373,NaN,NaN,0.077,vjk,,3183,164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0197384,NaN,0,NaN,,,NaN
b'C',b'04440099-6624036',11.6000003814697,8.57999992370605,53,30.2000007629395,b'K7.6',10.9300003051758,3.60999989509583,3.79999995231628,16,5.59999990463257,b'M0.0',-1.37000000476837,21.6000003814697,b'Y',b'',b'RV',b'',3,1,71.00412,-66.401,71.00412,-66.401,294754396,71.004173,-66.401001,50.0926,31.4303,10.67,STAR,2mass,0.0764683302698187,20180610,,,118-004394,04440099-6624036,,J044401.09-662403.2,4662589214906138624,32429260,,tmgaia,4.1513,4.1513,hsoy,NaN,NaN,,277.627694,-37.293048,352.474324,-82.44717,13.905,0.034,12.48,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.474,0.024,8.746,0.025,8.579,0.023,AAA-222-111-000-0-0,3.8,8.504,0.023,8.473,0.02,8.369,0.02,8.134,0.169,11.5334,0.000345996,0.018,gaiaj,,3736,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0619448,NaN,0,NaN,,,NaN
b'C',b'23524562-5229593',15.3000001907349,10.710000038147,76.4000015258789,-82.4000015258789,b'M5.3',13.539999961853,2.21000003814697,3.20000004768372,3.09999990463257,6.90000009536743,b'M4.6',-8.34000015258789,528.599975585938,b'Y',b'',b'Li',b'',2,1,358.19008,-52.49981,358.19008,-52.49981,201226029,358.190096,-52.499829,89.0442,-73.1308,13.506,STAR,2mass,0.0768641682036962,20180610,,,188-212515,23524562-5229593,,J235245.71-523000.1,6521645468014269056,,,tmgaia,3.42978,3.42979,hsoy,NaN,NaN,,322.341641,-62.360905,331.293097,-46.074114,18.272,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.574,0.023,11.002,0.022,10.71,0.023,AAA-222-111-000-0-0,27.6,10.516,0.024,10.282,0.02,10.115,0.056,8.364,NaN,14.8017,0.00137553,0.017,gaiaj,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0134889,NaN,0,NaN,,,NaN
b'C',b'02590284-6120000',14.6000003814697,10.7399997711182,52.5999984741211,2,b'M3.5',13.3999996185303,3.90000009536743,4.40000009536743,12.1000003814697,12.6999998092651,b'M3.9',-5.46000003814697,-43.2999992370605,b'Y',b'',b'RV',b'',2,1,44.76183,-61.33333,44.76183,-61.33333,220558700,44.761857,-61.333347,52.5996,11.198,13.307,STAR,2mass,0.0769390691292209,20180610,,,144-002605,02590284-6120000,,J025902.92-611959.8,4721962808445784064,29779026,,tmgaia,3.10807,3.10808,hsoy,NaN,NaN,,279.861069,-49.688754,353.451789,-69.949279,17.971,0.162,16.406,0.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.598,0.024,11.001,0.026,10.744,0.023,AAA-222-111-000-0-0,41.6,10.607,0.023,10.409,0.02,10.309,0.051,9.09,NaN,14.481,0.00115916,0.017,gaiaj,,3121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0247014,NaN,22,0.006216608,,,NaN
b'C',b'21370885-6036054',13.1000003814697,8.76000022888184,41.2999992370605,-91.3000030517578,b'M3.6',11.4399995803833,1.85000002384186,3.40000009536743,0.200000002980232,6,b'M3.0',-7.01999998092651,15.5,b'Y',b'',b'RV',b'',2,0,324.28687,-60.6015,324.28687,-60.6015,259845346,324.286886,-60.60152,39.9812,-96.3677,11.177,STAR,2mass,0.0773528316446251,20180610,,,147-230173,21370885-6036054,,J213708.90-603606.5,6404113069483950208,31748213,,tmgaia,2.27669,2.2767,hsoy,NaN,NaN,,333.334518,-43.340655,303.184053,-43.263595,15.225,0.051,13.935,0.092,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.644,0.023,9.006,0.053,8.759,0.021,AAA-212-111-000-0-0,37.1,8.607,0.023,8.457,0.019,8.302,0.023,8.259,0.224,12.2488,0.000388749,0.017,gaiaj,,3276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0339997,NaN,26,0.05037979,,,NaN
b'K',b'00422033-7747397',9.69999980926514,7.53000020980835,78.8000030517578,-30.7000007629395,b'K5.0',9.6899995803833,3.00999999046326,3.59999990463257,11.6000003814697,10.1999998092651,b'K3.8',-0.159999996423721,259.5,b'Y',b'',b'Li',b'',2,2,10.58471,-77.79436,10.58471,-77.79436,394210384,10.584688,-77.794381,79,-32,9.179,STAR,2mass,0.077432159206359,20180610,,9351-01110-1,062-000485,00422033-7747397,,J004220.55-774740.0,,34554063,,2mass,8,8,sblink,NaN,NaN,,303.553468,-39.322886,300.47582,-65.809831,11.411,0.081,10.327,0.007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.22,0.021,7.659,0.018,7.529,0.031,AAA-111-111-000-0-0,18.7,7.435,0.033,7.494,0.019,7.426,0.017,7.422,0.097,NaN,NaN,0.032,vjk,,4352,167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GIANT,NaN,NaN,NaN,NaN,0.0656262,NaN,0,NaN,,,NaN
b'C',b'02045317-5346162',14.1999998092651,9.5600004196167,95.5999984741211,-30.8999996185303,b'M3.4',12.2299995422363,2.80999994277954,3.20000004768372,8.39999961853027,6,b'M3.8',-9.26000022888184,-29.7999992370605,b'Y',b'',b'RV',b'',3,0,31.22154,-53.77117,31.22154,-53.77117,219993473,31.221569,-53.771183,NaN,NaN,12.189,STAR,2mass,0.0774424180735337,20180610,,,182-001737,02045317-5346162,,J020453.27-534616.6,4743833228594040960,26121156,,tmgaia,NaN,NaN,,NaN,NaN,,280.989466,-60.116165,355.497254,-59.537153,16.724,0.093,15.665,0.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.438,0.024,9.807,0.022,9.563,0.021,AAA-222-111-000-0-0,25.1,9.412,0.023,9.223,0.02,9.031,0.03,8.936,0.431,13.3861,0.000668331,0.017,gaiaj,,3006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0246107,NaN,11,0.1532726,,,NaN
b'C',b'23294775-7439325',10.5,9.69999980926514,81.1999969482422,-53.7999992370605,b'M4.2',12.4200000762939,2.27999997138977,3.40000009536743,-8,4.5,b'M2.7',0.219999998807907,21.8999996185303,b'N',b'',b'H{alpha}',b'',1,2,352.44896,-74.65903,352.44896,-74.65903,273551246,352.44899,-74.65905,NaN,NaN,12.38,STAR,2mass,0.0774622632830766,20180610,,,077-047546,23294775-7439325,,J232948.17-743933.2,,,,2mass,NaN,NaN,,NaN,NaN,,309.989754,-41.331251,302.260519,-60.570602,NaN,NaN,15.137,0.172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.561,0.032,9.988,0.032,9.697,0.026,AAA-222-111-000-0-0,8.2,9.579,0.048,9.423,0.036,9.309,0.048,8.877,0.423,NaN,NaN,0.067,vjk,,3166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.0342851,NaN,39,8.24721,,,NaN
b'C',b'02192210-3925225',15.5,10.3999996185303,111.800003051758,-44,b'M5.9',13.3199996948242,1.36000001430511,2.79999995231628,10.6000003814697,6.5,b'M4.9',-7.01999998092651,639.900024414063,b'Y',b'',b'Li',b'',1,1,34.84208,-39.42292,34.84208,-39.42292,77111651,34.842106,-39.422928,NaN,NaN,13.492,STAR,2mass,0.0778287923762787,20180610,,,,02192210-3925225,,J021922.20-392523.0,,,,2mass,NaN,NaN,,NaN,NaN,,252.453645,-67.984503,13.508497,-49.30478,18.549,0.162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.381,0.026,10.811,0.027,10.404,0.025,AAA-222-111-000-0-0,63,10.148,0.023,9.901,0.02,9.614,0.037,9.001,NaN,NaN,NaN,0.175,bpjk,kplnt,3064,NaN,4.58551,NaN,NaN,NaN,0.28,NaN,0.11,NaN,5.01093,NaN,,0.006225379,NaN,NaN,NaN,0.0138822,NaN,16,6.464617E-06,,,0.001809959
b'C',b'03285469-3339192',6.40000009536743,4.19000005722046,93.5,-19.8999996185303,b'K5.6',6.44000005722046,-0.370000004768372,3.09999990463257,81.0999984741211,4.19999980926514,b'K3.1',1.14999997615814,-20.6000003814697,b'N',b'',b'Li',b'',2,0,52.22787,-33.65533,52.22787,-33.65533,142930476,52.227895,-33.655336,53.9077,-6.26512,5.836,STAR,2mass,0.0779665563511963,20180610,16215,7024-00237-1,282-003540,03285469-3339192,,J032854.75-333918.9,5053654645860827904,,,tmgaia,0.0292592,0.0374435,tgas,4.02679,0.290608,tgas,233.659524,-55.63061,36.929621,-50.370695,8.435,0.017,7.16,0.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.021,0.029,4.482,0.076,4.19,0.036,EEE-111-111-0d0-0-0,34.7,4.104,0.32,4.07,0.058,4.102,0.012,4.033,0.022,6.66188,0.000345996,0.028,gaiav,tplx,4295,173,1.59698,0.32285,NaN,NaN,21.6245,4.73161,0.671306,0.0786469,1.95721,0.578315,GIANT,0.1502227,0.02959173,248.3371,16.7158,0.0132107,NaN,0,NaN,,,NaN
b'C',b'21401098-5317466',13.8000001907349,10.1899995803833,25.6000003814697,-68.5999984741211,b'M2.6',12.8199996948242,3.99000000953674,4.09999990463257,-19.1000003814697,4.69999980926514,b'M1.9',0.310000002384186,6.19999980926514,b'N',b'',b'H{alpha}',b'',2,0,325.04575,-53.29628,325.04575,-53.29628,139827115,325.045785,-53.296286,30.3244,-76.6678,12.5,STAR,2mass,0.0783438113400407,20180610,,,184-214319,21401098-5317466,,J214011.02-531747.3,6462391412003846272,26919729,,tmgaia,3.21693,3.21693,hsoy,NaN,NaN,,342.785773,-46.285323,307.731901,-36.824899,16.234,0.047,14.914,0.114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.07,0.024,10.43,0.022,10.19,0.023,AAA-222-111-000-0-0,7.5,10.041,0.022,9.94,0.019,9.832,0.057,8.894,NaN,13.5102,0.000710024,0.018,gaiaj,,3420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0173743,NaN,36,0.003421742,,,NaN
b'C',b'01570140-7721221',15.1000003814697,10.7299995422363,78.5,-13.8999996185303,b'M4.4',13.4899997711182,3.14000010490417,3.59999990463257,54.4000015258789,4.69999980926514,b'M2.1',0.330000013113022,-18.7000007629395,b'N',b'',b'H{alpha}',b'',2,2,29.25583,-77.35614,29.25583,-77.35614,50231041,29.255886,-77.356158,83.3141,-7.89448,13.271,STAR,2mass,0.0783986080802718,20180610,,,064-001339,01570140-7721221,,J015701.64-772122.3,4633611070560034816,34569390,,tmgaia,3.14069,3.14059,hsoy,NaN,NaN,,298.359753,-39.183997,303.366969,-69.682757,16.978,0.087,15.647,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.671,0.03,10.983,0.028,10.726,0.023,AAA-222-111-000-0-0,21.9,10.549,0.023,10.455,0.02,10.344,0.054,8.945,NaN,14.3826,0.00110109,0.019,gaiaj,,3375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0456789,NaN,31,0.003479527,,,NaN
b'C',b'22223966-6303258',13.6000003814697,9.35000038146973,59,-87.5999984741211,b'M3.2',11.9899997711182,2.74000000953674,3.29999995231628,4.5,11.8999996185303,b'M3.5',-9.39999961853027,-7.69999980926514,b'Y',b'',b'RV',b'',2,1,335.66525,-63.05717,335.66525,-63.05717,234284556,335.665292,-63.057181,50.5508,-86.5411,11.83,STAR,2mass,0.0791304511095472,20180610,,,135-177645,22223966-6303258,,J222239.77-630326.7,6405089916845484032,31766662,,tmgaia,4.69796,4.69796,hsoy,NaN,NaN,,326.46983,-46.695588,308.132645,-48.041537,16.223,0.065,14.781,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.183,0.024,9.588,0.026,9.345,0.023,AAA-222-111-000-0-0,34.9,9.192,0.024,9.012,0.02,8.867,0.027,8.644,0.345,12.9683,0.000546466,0.017,gaiaj,,3186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0250125,NaN,26,0.009728212,,,NaN
b'C',b'01211297-6117281',14.8000001907349,10.4799995422363,80.6999969482422,-28.2999992370605,b'M4.1',13.1599998474121,3.13000011444092,3.59999990463257,8.69999980926514,21.8999996185303,b'M4.1',-6.76999998092651,1.20000004768372,b'Y',b'',b'RV',b'',2,1,20.30404,-61.29114,20.30404,-61.29114,237883772,20.304081,-61.29115,82.166,-36.1372,13.055,STAR,2mass,0.0795169873687864,20180610,,,144-001240,01211297-6117281,,J012113.08-611728.6,4716440098978477568,29749090,,tmgaia,3.34018,3.34017,hsoy,NaN,NaN,,296.627938,-55.471129,336.493578,-60.57524,17.567,0.163,16.53,0.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.308,0.026,10.711,0.024,10.476,0.023,AAA-222-111-000-0-0,30.9,10.281,0.022,10.08,0.021,9.895,0.042,8.557,NaN,14.2508,0.00102855,0.018,gaiaj,,3019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0263529,NaN,20,0.03572325,,,NaN
b'C',b'03114544-4719501',13.6000003814697,9.56999969482422,88.4000015258789,-4,b'M3.7',12.2700004577637,2.59999990463257,3.20000004768372,11.3000001907349,5.19999980926514,b'M3.2',-4.26999998092651,7.40000009536743,b'Y',b'',b'RV',b'',2,1,47.93933,-47.33058,47.93933,-47.33058,152970890,47.93936,-47.330589,94.5245,-5.42909,12.148,STAR,2mass,0.0800489472403736,20180610,,,214-003024,03114544-4719501,,J031145.53-471950.2,4750820487549394944,22175481,,tmgaia,4.09309,4.09309,hsoy,NaN,NaN,,258.797459,-55.986699,20.437791,-61.017067,16.658,0.048,15.315,0.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.437,0.023,9.887,0.027,9.574,0.021,AAA-222-111-000-0-0,42.1,9.386,0.023,9.187,0.02,9.019,0.025,8.797,0.263,13.3233,0.00064827,0.017,gaiaj,,3082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DWARF,NaN,NaN,NaN,NaN,0.0187282,NaN,20,0.003081452,,,NaN
b'C',b'02180960-6657524',14.8999996185303,9.97000026702881,99,-14.6999998092651,b'M4.5',12.7200002670288,2.25999999046326,3.09999990463257,11,14,b'M4.5',-6.76000022888184,375.100006103516,b'Y',b'',b'Li',b'',2,2,34.54,-66.96456,34.54,-66.96456,234305804,34.540037,-66.964577,NaN,NaN,12.718,STAR,2mass,0.0803869352027972,20180610,,,116-002041,02180960-6657524,,J021809.78-665752.5,4696427857776645120,32408088,,tmgaia,NaN,NaN,,NaN,NaN,,290.453372,-48.008274,333.244133,-68.839961,18.01,NaN,16.353,0.217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.819,0.022,10.266,0.025,9.965,0.023,AAA-222-111-000-0-0,21.8,9.791,0.023,9.572,0.02,9.35,0.031,9.296,0.471,13.9958,0.000903409,0.017,gaiaj,,2922,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,0.033923,NaN,25,0.3040681,,,NaN
